name,slug,description,icon,category_slug,price,price_type,price_min,price_max,duration,delivery_days,max_clients,is_featured,popularity,order,benefits,faq,prerequisites,deliverables,seo_title,seo_description,is_active
"Honey Packaging & Labeling",honey-packaging,"Professional honey packaging solutions including jar filling, labeling design, batch coding, tamper-proof sealing, and food safety compliance for retail and export markets.",:clipboard:,honey-processing,,quote,,,,0,14,15,FALSE,78,3,"[""Professional packaging"",""Regulatory compliance"",""Market-ready products""]","[{""question"":""What packaging sizes do you offer?"",""answer"":""50g sachets to 1kg jars, plus bulk packaging options.""}]","[""Processed honey"",""Target market requirements""]","[""Packaging design"",""Label compliance check"",""Sealing setup""]","Honey Packaging & Labeling | FeeVert Tanzania","Professional honey packaging and labeling services for retail and export markets.",TRUE
"Value-Added Bee Products Development",value-added-products,"Production of value-added products: beeswax (candles, cosmetics), propolis (tinctures, health products), royal jelly (supplements), and bee venom (therapeutic products).",💎,honey-processing,,quote,,,,0,30,10,FALSE,75,4,"[""Diversify income streams"",""Higher profit margins"",""Full hive utilization""]","[{""question"":""Which product is most profitable?"",""answer"":""Royal jelly and bee venom have highest value; beeswax has broadest market.""}]","[""Functioning apiary"",""Processing equipment investment""]","[""Product development plan"",""Processing protocols"",""Market linkages report""]","Value-Added Bee Products | FeeVert Tanzania","Develop value-added bee products: beeswax, propolis, royal jelly, and bee venom.",TRUE
"Beginner Beekeeping Training",beginner-training,"Comprehensive introductory training for new beekeepers covering bee biology, hive types, equipment use, apiary setup, and basic colony management.",:books:,beekeeping-training,,range,200000,800000,480,7,30,TRUE,86,1,"[""Certificate of completion"",""Training materials"",""Practical demonstrations""]","[{""question"":""How long is the beginner course?"",""answer"":""1-5 days depending on the depth of training required.""}]","[""Interest in beekeeping""]","[""Training manual"",""Certificate"",""Practical skills assessment""]","Beginner Beekeeping Training | FeeVert Tanzania","Beginner beekeeping training courses in Tanzania.",TRUE
"Advanced Beekeeping Techniques",advanced-training,"Advanced training for experienced beekeepers covering queen rearing, colony splitting, honey production optimization, and pest management strategies.",:graduate:,beekeeping-training,,range,300000,1500000,480,7,20,FALSE,80,2,"[""Advanced techniques"",""Queen rearing skills"",""Production optimization""]","[{""question"":""Do I need prior experience?"",""answer"":""Yes, at least 1 year of beekeeping experience is recommended.""}]","[""Basic beekeeping knowledge"",""Active apiary""]","[""Advanced training manual"",""Certificate"",""Queen rearing kit""]","Advanced Beekeeping Training | FeeVert Tanzania","Advanced beekeeping training: queen rearing, colony splitting, and production optimization.",TRUE
"Farmer Field Schools & Demonstration Apiaries",farmer-field-schools,"Establishment of farmer field schools and demonstration apiaries for hands-on learning, peer-to-peer training, and community capacity building in beekeeping.",:sunflower:,beekeeping-training,,quote,,,,0,30,5,FALSE,74,3,"[""Community capacity building"",""Sustainable training model"",""Peer learning""]","[{""question"":""How many farmers per field school?"",""answer"":""Typically 20-30 farmers per field school for effective learning.""}]","[""Community interest"",""Demonstration site""]","[""Field school setup"",""Training curriculum"",""Demonstration apiary""]","Farmer Field Schools Beekeeping | FeeVert Tanzania","Establish beekeeping farmer field schools and demonstration apiaries in Tanzania.",TRUE
"Crop Pollination Contracts",pollination-contracts,"Provision of managed bee colonies for crop pollination under contract. Services include hive placement, colony strength monitoring, and pollination efficiency assessment.",:sunflower:,pollination-services,,quote,,,,0,14,15,TRUE,82,1,"[""Increase crop yields by 30-80%"",""Improved fruit quality"",""Sustainable pollination""]","[{""question"":""Which crops benefit most?"",""answer"":""Sunflowers, avocados, watermelons, cucumbers, mangoes, coffee, and many others.""}]","[""Flowering crop farm"",""Pesticide management agreement""]","[""Pollination contract"",""Colony placement"",""Monitoring reports""]","Crop Pollination Services | FeeVert Tanzania","Managed bee pollination services for crop farmers.",TRUE
"Pollination Monitoring & Evaluation",pollination-monitoring,"Scientific monitoring of pollination efficiency including bee activity tracking, fruit set assessment, and yield impact analysis for data-driven recommendations.",:chart:,pollination-services,,quote,,,,0,30,10,FALSE,72,2,"[""Data-driven insights"",""Optimize pollination strategy"",""ROI assessment""]","[{""question"":""How do you measure pollination success?"",""answer"":""Through bee activity counts, fruit set rates, and comparative yield analysis.""}]","[""Active pollination contract"",""Farm access""]","[""Monitoring report"",""Efficiency analysis"",""Recommendations""]","Pollination Monitoring Services | FeeVert Tanzania","Scientific pollination monitoring and evaluation services for crops in Tanzania.",TRUE
"Beekeeping Feasibility Studies",feasibility-studies,"Comprehensive feasibility studies for commercial beekeeping projects including market analysis, financial projections, site assessment, and investment recommendations.",:chart:,beekeeping-consultancy,,quote,,,,0,30,10,TRUE,84,1,"[""Informed investment decisions"",""Risk assessment"",""Financial projections""]","[{""question"":""What does a feasibility study include?"",""answer"":""Market analysis, site assessment, financial projections, SWOT analysis, and implementation roadmap.""}]","[""Project concept"",""Target location details""]","[""Feasibility report"",""Financial model"",""Implementation plan""]","Beekeeping Feasibility Studies | FeeVert Tanzania","Comprehensive feasibility studies for commercial beekeeping projects in Tanzania.",TRUE
"Organic Honey Certification Support",organic-certification,"Guidance through organic honey certification process including documentation, inspection preparation, and compliance with international organic standards.",✅,beekeeping-consultancy,,quote,,,,0,90,10,FALSE,76,2,"[""Premium market access"",""Higher product value"",""International recognition""]","[{""question"":""How long does certification take?"",""answer"":""3-12 months depending on current practices and certifying body requirements.""}]","[""Functioning apiary"",""Organic management commitment""]","[""Certification roadmap"",""Documentation package"",""Inspection preparation""]","Organic Honey Certification | FeeVert Tanzania","Organic honey certification support services for beekeepers in Tanzania.",TRUE
"Market Linkage & Value Chain Development",market-linkage,"Connect beekeepers to local and export markets, develop value chains, and provide branding and packaging support for honey and bee products.",:globe:,beekeeping-consultancy,,quote,,,,0,30,15,FALSE,70,3,"[""Access to premium markets"",""Better pricing"",""Sustainable business growth""]","[{""question"":""Do you help with export markets?"",""answer"":""Yes, we facilitate linkages with export buyers and meet export requirements.""}]","[""Quality bee products"",""Minimum production volume""]","[""Market assessment"",""Buyer linkages"",""Branding strategy""]","Honey Market Linkage Services | FeeVert Tanzania","Market linkage and value chain development for honey and bee products in Tanzania.",TRUE
"Project Screening & Scoping for EIA",eia-screening,"Initial environmental screening and scoping of projects to determine EIA requirements, identify key environmental issues, and define assessment boundaries per NEMC guidelines.",:search:,eia-esia,,quote,,,,0,14,10,TRUE,88,1,"[""NEMC-compliant screening"",""Clear project pathway"",""Early risk identification""]","[{""question"":""How long does screening take?"",""answer"":""Typically 1-2 weeks depending on project complexity and data availability.""}]","[""Project concept note"",""Location details""]","[""Screening report"",""Scoping document"",""Terms of Reference for EIA""]","EIA Project Screening & Scoping | FeeVert Tanzania","NEMC-compliant environmental screening and scoping services for projects in Tanzania.",TRUE
"Full Environmental & Social Impact Assessment (ESIA)",full-esia,"Comprehensive ESIA including baseline studies, impact prediction and evaluation, mitigation measures, ESMP, and stakeholder consultations.",:clipboard:,eia-esia,,quote,,,,0,60,5,TRUE,92,2,"[""NEMC-compliant ESIA report"",""Multidisciplinary team"",""Stakeholder engagement expertise""]","[{""question"":""How long does a full ESIA take?"",""answer"":""30-90 days depending on project complexity and regulatory requirements.""}]","[""Approved scoping report"",""Project feasibility study"",""Land documents""]","[""ESIA Report"",""Environmental Impact Statement"",""ESMP"",""Stakeholder consultation report"",""NEMC submission package""]","Full ESIA Services Tanzania | FeeVert","Comprehensive Environmental and Social Impact Assessment services in Tanzania.",TRUE
"Environmental Impact Statement (EIS) Preparation",eis-preparation,"Professional preparation of Environmental Impact Statements summarizing ESIA findings for regulatory submission and public disclosure.",:scroll:,eia-esia,,quote,,,,0,21,10,FALSE,80,3,"[""Regulatory-ready EIS document"",""Clear and concise reporting"",""Public disclosure support""]","[{""question"":""What's the difference between ESIA and EIS?"",""answer"":""ESIA is the full study; EIS is the summary document for regulatory submission and public review.""}]","[""Completed ESIA study"",""Stakeholder consultation records""]","[""Environmental Impact Statement"",""Non-technical summary"",""Public disclosure package""]","EIS Preparation Services | FeeVert Tanzania","Professional Environmental Impact Statement preparation for regulatory submission.",TRUE
"Stakeholder Consultations & Public Participation",stakeholder-consultations,"Facilitation of stakeholder engagement processes including community meetings, focus group discussions, key informant interviews, and public hearings for EIA projects.",👥,eia-esia,,quote,,,,0,21,8,FALSE,75,4,"[""Inclusive stakeholder engagement"",""Regulatory compliance"",""Community acceptance""]","[{""question"":""How many consultations are required?"",""answer"":""NEMC typically requires at least 2 rounds of consultations depending on project scale.""}]","[""Project details"",""Stakeholder mapping""]","[""Stakeholder engagement plan"",""Consultation minutes"",""Public hearing report"",""Grievance mechanism""]","EIA Stakeholder Consultation Services | FeeVert Tanzania","Professional stakeholder consultation and public participation services for EIA projects.",TRUE
"Environmental Compliance Audits",compliance-audits,"Mandatory and voluntary environmental compliance audits against NEMC regulations, permits, and international standards. Includes gap analysis and corrective action planning.",:search:,environmental-audits,,quote,,,,0,21,10,TRUE,86,1,"[""Identify compliance gaps"",""Avoid regulatory penalties"",""Improve environmental performance""]","[{""question"":""How often are compliance audits required?"",""answer"":""NEMC requires annual environmental audits for registered projects.""}]","[""Environmental permits"",""Previous audit reports"",""Site access""]","[""Compliance audit report"",""Gap analysis"",""Corrective action plan"",""NEMC submission package""]","Environmental Compliance Audit Services | FeeVert Tanzania","NEMC-compliant environmental audit services in Tanzania.",TRUE
"Environmental Performance Monitoring",performance-monitoring,"Ongoing environmental performance monitoring including indicator tracking, data collection, and reporting against ESMP commitments and permit conditions.",:chart:,environmental-audits,,quote,,,,0,30,15,FALSE,78,2,"[""Continuous compliance"",""Early warning system"",""Data-driven decisions""]","[{""question"":""What parameters are monitored?"",""answer"":""Depends on project type: water quality, air emissions, waste, biodiversity, socio-economic indicators.""}]","[""ESMP in place"",""Baseline data"",""Monitoring equipment access""]","[""Monitoring framework"",""Quarterly reports"",""Performance dashboard"",""Recommendations""]","Environmental Performance Monitoring | FeeVert Tanzania","Ongoing environmental performance monitoring and reporting services.",TRUE
"Due Diligence Environmental Audits",due-diligence-audits,"Environmental due diligence audits for investors, financiers, and buyers assessing environmental liabilities, compliance status, and risks before transactions.",🔍,environmental-audits,,quote,,,,0,21,8,FALSE,74,3,"[""Informed investment decisions"",""Risk identification"",""Liability assessment""]","[{""question"":""When is due diligence needed?"",""answer"":""Before mergers, acquisitions, project financing, or property transactions.""}]","[""Transaction details"",""Site access"",""Available documentation""]","[""Due diligence report"",""Risk assessment"",""Liability estimate"",""Recommendations""]","Environmental Due Diligence Audits | FeeVert Tanzania","Environmental due diligence audits for investors and financiers in Tanzania.",TRUE
"ISO 14001 Certification Support",iso-14001,"Comprehensive support for ISO 14001 Environmental Management System certification including gap analysis, documentation, implementation, internal auditing, and certification audit preparation.",✅,ems,,quote,,,,0,90,5,TRUE,84,1,"[""International certification"",""Improved environmental performance"",""Competitive advantage""]","[{""question"":""How long does ISO 14001 certification take?"",""answer"":""3-12 months depending on organization size and current management systems.""}]","[""Management commitment"",""Organizational scope defined""]","[""Gap analysis"",""EMS documentation"",""Internal audit training"",""Certification readiness assessment""]","ISO 14001 Certification Support Tanzania | FeeVert","Comprehensive ISO 14001 EMS certification support services.",TRUE
"Environmental Policy & Procedure Development",env-policy,"Development of environmental policies, standard operating procedures, and management manuals aligned with ISO 14001 and regulatory requirements.",:scroll:,ems,,quote,,,,0,30,10,FALSE,76,2,"[""Clear environmental framework"",""Staff accountability"",""Audit readiness""]","[{""question"":""What policies are typically needed?"",""answer"":""Environmental policy, waste management, emergency response, and aspect/impact procedures.""}]","[""Organizational structure"",""Environmental aspects identified""]","[""Environmental policy"",""Procedure manuals"",""SOPs"",""Training materials""]","Environmental Policy Development | FeeVert Tanzania","Environmental policy and procedure development services.",TRUE
"Solid Waste Management Planning",solid-waste,"Comprehensive solid waste management planning including waste characterization, collection systems design, recycling programs, and disposal solutions.",:recycle:,pollution-control,,quote,,,,0,45,8,TRUE,84,1,"[""Reduce waste disposal costs"",""Regulatory compliance"",""Resource recovery""]","[{""question"":""Can you design a full waste management system?"",""answer"":""Yes, we design comprehensive systems from collection to disposal.""}]","[""Waste audit data"",""Site access""]","[""Waste management plan"",""Collection system design"",""Recycling program"",""Staff training""]","Solid Waste Management Planning | FeeVert Tanzania","Professional solid waste management planning services.",TRUE
"Hazardous Waste Management",hazardous-waste,"Hazardous waste assessment, handling procedures, storage requirements, transportation, and disposal guidance compliant with national and international regulations.",⚠️,pollution-control,,quote,,,,0,30,8,FALSE,78,2,"[""Safe hazardous waste handling"",""Legal compliance"",""Reduced liability""]","[{""question"":""What counts as hazardous waste?"",""answer"":""Chemicals, solvents, batteries, medical waste, pesticides, and contaminated materials.""}]","[""Waste inventory"",""Safety data sheets""]","[""Hazardous waste plan"",""Handling procedures"",""Disposal guidance"",""Training materials""]","Hazardous Waste Management Services | FeeVert Tanzania","Professional hazardous waste management services.",TRUE
"Wastewater Treatment & Effluent Management",wastewater-treatment,"Design and advisory for wastewater treatment systems, effluent quality monitoring, and compliance with discharge standards.",💧,pollution-control,,quote,,,,0,45,8,FALSE,74,3,"[""Meet discharge standards"",""Reduce water pollution"",""Reuse opportunities""]","[{""question"":""What treatment technologies do you recommend?"",""answer"":""Depends on effluent type: biological treatment, chemical treatment, filtration, or constructed wetlands.""}]","[""Effluent characterization"",""Site assessment""]","[""Treatment system design"",""Monitoring plan"",""Compliance report""]","Wastewater Treatment Services | FeeVert Tanzania","Wastewater treatment and effluent management consultancy services.",TRUE
"Water Quality Testing & Analysis",water-quality,"Comprehensive water quality testing services for surface and groundwater including physical, chemical, and bacteriological parameters per TBS and WHO standards.",💧,environmental-monitoring,,quote,,,,0,14,20,TRUE,82,1,"[""Accurate water quality data"",""Regulatory compliance"",""Health risk assessment""]","[{""question"":""What parameters do you test?"",""answer"":""pH, turbidity, TDS, heavy metals, coliforms, BOD, COD, nutrients, and more.""}]","[""Water source access"",""Sampling requirements""]","[""Water quality report"",""Analysis certificate"",""Recommendations""]","Water Quality Testing Services | FeeVert Tanzania","Professional water quality testing and analysis services.",TRUE
"Air Quality Monitoring",air-quality,"Ambient air quality and emissions monitoring including particulate matter, gases, and meteorological parameters using standard methods.",🌬️,environmental-monitoring,,quote,,,,0,14,15,FALSE,76,2,"[""Regulatory compliance"",""Health risk assessment"",""Emission tracking""]","[{""question"":""What pollutants do you monitor?"",""answer"":""PM2.5, PM10, SO2, NOx, CO, O3, VOCs, and meteorological data.""}]","[""Site access"",""Monitoring duration requirements""]","[""Air quality report"",""Emission inventory"",""Mitigation recommendations""]","Air Quality Monitoring Services | FeeVert Tanzania","Professional ambient air quality and emissions monitoring services.",TRUE
"Soil Quality & Contamination Analysis",soil-quality,"Soil sampling and analysis for contamination, fertility, heavy metals, hydrocarbons, and other parameters for environmental and agricultural purposes.",🧪,environmental-monitoring,,quote,,,,0,14,15,FALSE,72,3,"[""Contamination assessment"",""Agricultural suitability"",""Remediation planning""]","[{""question"":""How deep do you sample?"",""answer"":""Depends on purpose: 0-30cm for agriculture, up to several meters for contamination studies.""}]","[""Site access"",""Sampling objectives""]","[""Soil analysis report"",""Contamination map"",""Recommendations""]","Soil Quality Testing Services | FeeVert Tanzania","Professional soil quality and contamination analysis services.",TRUE
"Greenhouse Gas (GHG) Inventory & Carbon Footprinting",ghg-inventory,"Comprehensive GHG inventory development following GHG Protocol and IPCC guidelines. Calculate organizational and product carbon footprints.",:chart:,climate-change,,quote,,,,0,45,5,TRUE,80,1,"[""International standard compliance"",""Emission reduction roadmap"",""ESG reporting ready""]","[{""question"":""What scopes are covered?"",""answer"":""Scope 1 (direct), Scope 2 (energy), and Scope 3 (value chain) emissions.""}]","[""Operational data"",""Energy records"",""Transport data""]","[""GHG inventory report"",""Carbon footprint assessment"",""Reduction strategy""]","GHG Inventory & Carbon Footprint Services | FeeVert Tanzania","Professional GHG inventory and carbon footprinting services.",TRUE
"Climate Risk & Vulnerability Assessment",climate-risk,"Assessment of climate-related risks and vulnerabilities for projects, operations, and communities. Includes adaptation planning and resilience strategies.",:warning:,climate-change,,quote,,,,0,45,5,FALSE,76,2,"[""Climate-proof operations"",""Access climate finance"",""Resilience planning""]","[{""question"":""What climate risks do you assess?"",""answer"":""Physical risks (floods, droughts, temperature) and transition risks (policy, market, technology).""}]","[""Project/operations data"",""Location details""]","[""Climate risk assessment"",""Vulnerability map"",""Adaptation plan"",""Resilience strategy""]","Climate Risk Assessment Services | FeeVert Tanzania","Climate risk and vulnerability assessment services.",TRUE
"ESG Advisory & Sustainability Reporting",esg-advisory,"Environmental, Social, and Governance (ESG) advisory including materiality assessment, KPI development, sustainability reporting (GRI, SASB), and investor-grade ESG disclosures.",📊,climate-change,,quote,,,,0,60,5,TRUE,82,3,"[""Investor confidence"",""ESG ratings improvement"",""Regulatory compliance""]","[{""question"":""What ESG frameworks do you use?"",""answer"":""GRI, SASB, TCFD, and UN SDGs aligned reporting.""}]","[""Organizational data"",""ESG goals""]","[""ESG materiality matrix"",""KPI framework"",""Sustainability report"",""Disclosure package""]","ESG Advisory & Sustainability Reporting | FeeVert Tanzania","Professional ESG advisory and sustainability reporting services.",TRUE
"Forest Management & Conservation Planning",forest-management,"Sustainable forest management plans, conservation strategies, afforestation/reforestation programs, and forest resource assessments.",🌳,natural-resources,,quote,,,,0,60,5,FALSE,74,1,"[""Sustainable forest use"",""Conservation compliance"",""Carbon credit potential""]","[{""question"":""Do you do forest inventories?"",""answer"":""Yes, we conduct forest resource assessments including timber volume and biodiversity surveys.""}]","[""Forest area details"",""Management objectives""]","[""Forest management plan"",""Resource assessment"",""Conservation strategy""]","Forest Management Services | FeeVert Tanzania","Sustainable forest management and conservation planning services.",TRUE
"Biodiversity Assessment & Conservation Plans",biodiversity-assessment,"Biodiversity surveys, species inventories, habitat mapping, and conservation action plans for projects and protected areas.",🦋,natural-resources,,quote,,,,0,60,5,FALSE,72,2,"[""Biodiversity protection"",""Regulatory compliance"",""Ecosystem understanding""]","[{""question"":""What species do you survey?"",""answer"":""Flora, mammals, birds, reptiles, amphibians, and aquatic species as needed.""}]","[""Study area access"",""Study objectives""]","[""Biodiversity survey report"",""Species inventory"",""Conservation action plan""]","Biodiversity Assessment Services | FeeVert Tanzania","Professional biodiversity assessment and conservation planning services.",TRUE
"GIS Mapping & Spatial Analysis",gis-mapping,"Professional GIS mapping services including land use mapping, environmental sensitivity mapping, spatial analysis, and custom map production.",:map:,gis-data,,quote,,,,0,21,10,TRUE,82,1,"[""Professional quality maps"",""Spatial decision support"",""Data visualization""]","[{""question"":""What GIS software do you use?"",""answer"":""ArcGIS, QGIS, and Google Earth Engine for analysis.""}]","[""Project area defined"",""Data requirements""]","[""GIS maps (digital & print)"",""Spatial analysis report"",""Geodatabase""]","GIS Mapping Services | FeeVert Tanzania","Professional GIS mapping and spatial analysis services.",TRUE
"Remote Sensing & Environmental Data Analysis",remote-sensing,"Satellite imagery analysis, land cover change detection, vegetation indices, and environmental monitoring using remote sensing techniques.",🛰️,gis-data,,quote,,,,0,21,10,FALSE,76,2,"[""Large area coverage"",""Historical analysis"",""Cost-effective monitoring""]","[{""question"":""What satellite data do you use?"",""answer"":""Landsat, Sentinel-2, MODIS, and high-resolution commercial imagery as needed.""}]","[""Area of interest"",""Analysis objectives""]","[""Satellite imagery analysis"",""Change detection report"",""Vegetation maps""]","Remote Sensing Services | FeeVert Tanzania","Professional remote sensing and environmental data analysis services.",TRUE
"OSHA Workplace Registration & Compliance",osha-registration,"Complete support for OSHA workplace registration including documentation preparation, compliance assessment, and submission to Occupational Safety and Health Authority.",:scroll:,ohs-compliance,,quote,,,,0,21,15,TRUE,88,1,"[""Full OSHA compliance"",""Avoid penalties"",""Professional representation""]","[{""question"":""Is workplace registration mandatory?"",""answer"":""Yes, all workplaces in Tanzania must be registered with OSHA under the OHS Act.""}]","[""Workplace details"",""Current compliance status""]","[""Registration application"",""Compliance checklist"",""OSHA submission package""]","OSHA Workplace Registration Services | FeeVert Tanzania","Complete OSHA workplace registration and compliance support services.",TRUE
"OHS Legal Register Development",ohs-legal-register,"Development and maintenance of comprehensive OHS legal registers identifying all applicable health and safety legislation, regulations, and standards.",:books:,ohs-compliance,,quote,,,,0,14,15,FALSE,80,2,"[""Complete legal reference"",""Audit readiness"",""Update notifications""]","[{""question"":""How often are legal registers updated?"",""answer"":""We recommend quarterly updates as regulations change.""}]","[""Industry sector"",""Operations details""]","[""OHS legal register"",""Compliance matrix"",""Update schedule""]","OHS Legal Register Services | FeeVert Tanzania","Comprehensive OHS legal register development and maintenance services.",TRUE
"Hazard Identification & Risk Assessment (HIRA)",hira,"Comprehensive workplace hazard identification and risk assessment using HIRA methodology. Includes physical, chemical, biological, ergonomic, and psychosocial hazard evaluation.",:warning:,risk-assessment,,quote,,,,0,14,10,TRUE,90,1,"[""Systematic hazard identification"",""Risk prioritization"",""Legal compliance""]","[{""question"":""How often should risk assessments be done?"",""answer"":""At least annually and whenever there are changes in processes, equipment, or personnel.""}]","[""Workplace access"",""Process documentation""]","[""HIRA report"",""Risk register"",""Control measures plan"",""Staff awareness poster""]","Hazard Identification Risk Assessment | FeeVert Tanzania","Professional HIRA workplace risk assessment services.",TRUE
